label_basis,feature_set,n_rows,n_cases,n_positive_rows,prevalence,auprc,auroc,recall_at_top_10pct,recall_at_top_20pct,recall_at_top_30pct
dataset_conflict_proxy,model_only,344,161,109,0.3168604651162791,0.3349428671744978,0.5227601015030255,0.11009174311926606,0.22018348623853212,0.3394495412844037
dataset_conflict_proxy,confidence_only,344,161,109,0.3168604651162791,0.46380451600382794,0.6944758930314269,0.1559633027522936,0.3119266055045872,0.48623853211009177
dataset_conflict_proxy,structure_only,344,161,109,0.3168604651162791,0.5234676084697584,0.7176849502244779,0.23853211009174313,0.3761467889908257,0.45871559633027525
dataset_conflict_proxy,confidence_plus_structure,344,161,109,0.3168604651162791,0.5890657657296694,0.7799531524497365,0.22018348623853212,0.42201834862385323,0.5688073394495413
